section,object_name,details
11_RLS_POLICY,public.favorites.hills_favorites_select_own,"{""roles"":[""authenticated""],""table"":""favorites"",""policy"":""hills_favorites_select_own"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(user_id = auth.uid())"",""with_check_expression"":null}"
11_RLS_POLICY,public.inquiries.hills_inquiries_admin_select,"{""roles"":[""authenticated""],""table"":""inquiries"",""policy"":""hills_inquiries_admin_select"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":null}"
11_RLS_POLICY,public.inquiries.hills_inquiries_admin_update,"{""roles"":[""authenticated""],""table"":""inquiries"",""policy"":""hills_inquiries_admin_update"",""schema"":""public"",""command"":""UPDATE"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.inquiries.hills_inquiries_insert_verified,"{""roles"":[""authenticated""],""table"":""inquiries"",""policy"":""hills_inquiries_insert_verified"",""schema"":""public"",""command"":""INSERT"",""permissive"":""PERMISSIVE"",""using_expression"":null,""with_check_expression"":""((user_id = auth.uid()) AND is_email_verified() AND (status = 'NEW'::inquiry_status) AND ((type = 'GENERAL'::inquiry_type) OR ((type = ANY (ARRAY['PRODUCT'::inquiry_type, 'SAMPLE_REQUEST'::inquiry_type])) AND (coffee_id IS NOT NULL))) AND ((offer_id IS NULL) OR (EXISTS ( SELECT 1\n   FROM coffee_offers o\n  WHERE ((o.id = inquiries.offer_id) AND (o.coffee_id = inquiries.coffee_id) AND (o.deleted_at IS NULL))))))""}"
11_RLS_POLICY,public.inquiries.hills_inquiries_select_own,"{""roles"":[""authenticated""],""table"":""inquiries"",""policy"":""hills_inquiries_select_own"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(user_id = auth.uid())"",""with_check_expression"":null}"
11_RLS_POLICY,public.inquiry_status_history.hills_inquiry_history_admin,"{""roles"":[""authenticated""],""table"":""inquiry_status_history"",""policy"":""hills_inquiry_history_admin"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":null}"
11_RLS_POLICY,public.inquiry_status_history.hills_inquiry_history_select_own,"{""roles"":[""authenticated""],""table"":""inquiry_status_history"",""policy"":""hills_inquiry_history_select_own"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(EXISTS ( SELECT 1\n   FROM inquiries i\n  WHERE ((i.id = inquiry_status_history.inquiry_id) AND (i.user_id = auth.uid()))))"",""with_check_expression"":null}"
11_RLS_POLICY,public.media.hills_media_admin,"{""roles"":[""authenticated""],""table"":""media"",""policy"":""hills_media_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.media.hills_media_public,"{""roles"":[""anon"",""authenticated""],""table"":""media"",""policy"":""hills_media_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""((is_public = true) AND (deleted_at IS NULL))"",""with_check_expression"":null}"
11_RLS_POLICY,public.media_translations.hills_media_translations_admin,"{""roles"":[""authenticated""],""table"":""media_translations"",""policy"":""hills_media_translations_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.media_translations.hills_media_translations_public,"{""roles"":[""anon"",""authenticated""],""table"":""media_translations"",""policy"":""hills_media_translations_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(EXISTS ( SELECT 1\n   FROM media m\n  WHERE ((m.id = media_translations.media_id) AND (m.is_public = true) AND (m.deleted_at IS NULL))))"",""with_check_expression"":null}"
11_RLS_POLICY,public.offer_price_tiers.hills_price_tiers_admin,"{""roles"":[""authenticated""],""table"":""offer_price_tiers"",""policy"":""hills_price_tiers_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.offer_price_tiers.hills_price_tiers_verified_users,"{""roles"":[""authenticated""],""table"":""offer_price_tiers"",""policy"":""hills_price_tiers_verified_users"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(is_email_verified() AND (EXISTS ( SELECT 1\n   FROM (coffee_offers o\n     JOIN coffees c ON ((c.id = o.coffee_id)))\n  WHERE ((o.id = offer_price_tiers.offer_id) AND (o.is_visible = true) AND (o.deleted_at IS NULL) AND (o.status <> 'INACTIVE'::offer_status) AND (c.status = 'PUBLISHED'::coffee_status) AND (c.deleted_at IS NULL)))))"",""with_check_expression"":null}"
11_RLS_POLICY,public.offer_sensory_notes.hills_offer_sensory_admin,"{""roles"":[""authenticated""],""table"":""offer_sensory_notes"",""policy"":""hills_offer_sensory_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.offer_sensory_notes.hills_offer_sensory_public,"{""roles"":[""anon"",""authenticated""],""table"":""offer_sensory_notes"",""policy"":""hills_offer_sensory_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(EXISTS ( SELECT 1\n   FROM (coffee_offers o\n     JOIN coffees c ON ((c.id = o.coffee_id)))\n  WHERE ((o.id = offer_sensory_notes.offer_id) AND (o.is_visible = true) AND (o.deleted_at IS NULL) AND (c.status = 'PUBLISHED'::coffee_status) AND (c.deleted_at IS NULL))))"",""with_check_expression"":null}"
11_RLS_POLICY,public.offer_tags.hills_offer_tags_admin,"{""roles"":[""authenticated""],""table"":""offer_tags"",""policy"":""hills_offer_tags_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.offer_tags.hills_offer_tags_public,"{""roles"":[""anon"",""authenticated""],""table"":""offer_tags"",""policy"":""hills_offer_tags_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(EXISTS ( SELECT 1\n   FROM (coffee_offers o\n     JOIN coffees c ON ((c.id = o.coffee_id)))\n  WHERE ((o.id = offer_tags.offer_id) AND (o.is_visible = true) AND (o.deleted_at IS NULL) AND (c.status = 'PUBLISHED'::coffee_status) AND (c.deleted_at IS NULL))))"",""with_check_expression"":null}"
11_RLS_POLICY,public.origin_media.hills_origin_media_admin,"{""roles"":[""authenticated""],""table"":""origin_media"",""policy"":""hills_origin_media_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.origin_media.hills_origin_media_public,"{""roles"":[""anon"",""authenticated""],""table"":""origin_media"",""policy"":""hills_origin_media_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(EXISTS ( SELECT 1\n   FROM origins o\n  WHERE ((o.id = origin_media.origin_id) AND (o.is_active = true) AND (o.deleted_at IS NULL))))"",""with_check_expression"":null}"
11_RLS_POLICY,public.origin_translations.hills_origin_translations_admin_all,"{""roles"":[""authenticated""],""table"":""origin_translations"",""policy"":""hills_origin_translations_admin_all"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.origin_translations.hills_origin_translations_public_select,"{""roles"":[""anon"",""authenticated""],""table"":""origin_translations"",""policy"":""hills_origin_translations_public_select"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(EXISTS ( SELECT 1\n   FROM origins o\n  WHERE ((o.id = origin_translations.origin_id) AND (o.is_active = true) AND (o.deleted_at IS NULL))))"",""with_check_expression"":null}"
11_RLS_POLICY,public.origins.hills_origins_admin_all,"{""roles"":[""authenticated""],""table"":""origins"",""policy"":""hills_origins_admin_all"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.origins.hills_origins_public_select,"{""roles"":[""anon"",""authenticated""],""table"":""origins"",""policy"":""hills_origins_public_select"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""((is_active = true) AND (deleted_at IS NULL))"",""with_check_expression"":null}"
11_RLS_POLICY,public.packaging_type_translations.hills_packaging_translations_admin,"{""roles"":[""authenticated""],""table"":""packaging_type_translations"",""policy"":""hills_packaging_translations_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.packaging_type_translations.hills_packaging_translations_public,"{""roles"":[""anon"",""authenticated""],""table"":""packaging_type_translations"",""policy"":""hills_packaging_translations_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(EXISTS ( SELECT 1\n   FROM packaging_types p\n  WHERE ((p.id = packaging_type_translations.packaging_type_id) AND (p.is_active = true))))"",""with_check_expression"":null}"
11_RLS_POLICY,public.packaging_types.hills_packaging_admin,"{""roles"":[""authenticated""],""table"":""packaging_types"",""policy"":""hills_packaging_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.packaging_types.hills_packaging_public,"{""roles"":[""anon"",""authenticated""],""table"":""packaging_types"",""policy"":""hills_packaging_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(is_active = true)"",""with_check_expression"":null}"
11_RLS_POLICY,public.processing_method_translations.hills_processing_method_translations_admin,"{""roles"":[""authenticated""],""table"":""processing_method_translations"",""policy"":""hills_processing_method_translations_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.processing_method_translations.hills_processing_method_translations_public,"{""roles"":[""anon"",""authenticated""],""table"":""processing_method_translations"",""policy"":""hills_processing_method_translations_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(EXISTS ( SELECT 1\n   FROM processing_methods p\n  WHERE ((p.id = processing_method_translations.processing_method_id) AND (p.is_active = true))))"",""with_check_expression"":null}"
11_RLS_POLICY,public.processing_methods.hills_processing_methods_admin,"{""roles"":[""authenticated""],""table"":""processing_methods"",""policy"":""hills_processing_methods_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.processing_methods.hills_processing_methods_public,"{""roles"":[""anon"",""authenticated""],""table"":""processing_methods"",""policy"":""hills_processing_methods_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(is_active = true)"",""with_check_expression"":null}"
11_RLS_POLICY,public.profiles.hills_profiles_admin_select,"{""roles"":[""authenticated""],""table"":""profiles"",""policy"":""hills_profiles_admin_select"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":null}"
11_RLS_POLICY,public.profiles.hills_profiles_select_own,"{""roles"":[""authenticated""],""table"":""profiles"",""policy"":""hills_profiles_select_own"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(id = auth.uid())"",""with_check_expression"":null}"
11_RLS_POLICY,public.profiles.hills_profiles_update_own,"{""roles"":[""authenticated""],""table"":""profiles"",""policy"":""hills_profiles_update_own"",""schema"":""public"",""command"":""UPDATE"",""permissive"":""PERMISSIVE"",""using_expression"":""(id = auth.uid())"",""with_check_expression"":""(id = auth.uid())""}"
11_RLS_POLICY,public.region_translations.hills_region_translations_admin_all,"{""roles"":[""authenticated""],""table"":""region_translations"",""policy"":""hills_region_translations_admin_all"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.region_translations.hills_region_translations_public_select,"{""roles"":[""anon"",""authenticated""],""table"":""region_translations"",""policy"":""hills_region_translations_public_select"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(EXISTS ( SELECT 1\n   FROM regions r\n  WHERE ((r.id = region_translations.region_id) AND (r.is_active = true) AND (r.deleted_at IS NULL))))"",""with_check_expression"":null}"
11_RLS_POLICY,public.regions.hills_regions_admin_all,"{""roles"":[""authenticated""],""table"":""regions"",""policy"":""hills_regions_admin_all"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.regions.hills_regions_public_select,"{""roles"":[""anon"",""authenticated""],""table"":""regions"",""policy"":""hills_regions_public_select"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""((is_active = true) AND (deleted_at IS NULL))"",""with_check_expression"":null}"
11_RLS_POLICY,public.sensory_note_translations.hills_sensory_translations_admin,"{""roles"":[""authenticated""],""table"":""sensory_note_translations"",""policy"":""hills_sensory_translations_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.sensory_note_translations.hills_sensory_translations_public,"{""roles"":[""anon"",""authenticated""],""table"":""sensory_note_translations"",""policy"":""hills_sensory_translations_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(EXISTS ( SELECT 1\n   FROM sensory_notes s\n  WHERE ((s.id = sensory_note_translations.sensory_note_id) AND (s.is_active = true))))"",""with_check_expression"":null}"
11_RLS_POLICY,public.sensory_notes.hills_sensory_admin,"{""roles"":[""authenticated""],""table"":""sensory_notes"",""policy"":""hills_sensory_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.sensory_notes.hills_sensory_public,"{""roles"":[""anon"",""authenticated""],""table"":""sensory_notes"",""policy"":""hills_sensory_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(is_active = true)"",""with_check_expression"":null}"
11_RLS_POLICY,public.site_page_section_translations.hills_site_page_section_translations_admin,"{""roles"":[""authenticated""],""table"":""site_page_section_translations"",""policy"":""hills_site_page_section_translations_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.site_page_section_translations.hills_site_page_section_translations_public,"{""roles"":[""anon"",""authenticated""],""table"":""site_page_section_translations"",""policy"":""hills_site_page_section_translations_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(EXISTS ( SELECT 1\n   FROM (site_page_sections s\n     JOIN site_pages p ON ((p.id = s.page_id)))\n  WHERE ((s.id = site_page_section_translations.section_id) AND (s.is_visible = true) AND (p.status = 'PUBLISHED'::article_status) AND (p.published_at IS NOT NULL) AND (p.published_at <= now()) AND (p.is_active = true) AND (p.deleted_at IS NULL))))"",""with_check_expression"":null}"
11_RLS_POLICY,public.site_page_sections.hills_site_page_sections_admin,"{""roles"":[""authenticated""],""table"":""site_page_sections"",""policy"":""hills_site_page_sections_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.site_page_sections.hills_site_page_sections_public,"{""roles"":[""anon"",""authenticated""],""table"":""site_page_sections"",""policy"":""hills_site_page_sections_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""((is_visible = true) AND (EXISTS ( SELECT 1\n   FROM site_pages p\n  WHERE ((p.id = site_page_sections.page_id) AND (p.status = 'PUBLISHED'::article_status) AND (p.published_at IS NOT NULL) AND (p.published_at <= now()) AND (p.is_active = true) AND (p.deleted_at IS NULL)))))"",""with_check_expression"":null}"
11_RLS_POLICY,public.site_page_translations.hills_site_page_translations_admin,"{""roles"":[""authenticated""],""table"":""site_page_translations"",""policy"":""hills_site_page_translations_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.site_page_translations.hills_site_page_translations_public,"{""roles"":[""anon"",""authenticated""],""table"":""site_page_translations"",""policy"":""hills_site_page_translations_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(EXISTS ( SELECT 1\n   FROM site_pages p\n  WHERE ((p.id = site_page_translations.page_id) AND (p.status = 'PUBLISHED'::article_status) AND (p.published_at IS NOT NULL) AND (p.published_at <= now()) AND (p.is_active = true) AND (p.deleted_at IS NULL))))"",""with_check_expression"":null}"
11_RLS_POLICY,public.site_pages.hills_site_pages_admin,"{""roles"":[""authenticated""],""table"":""site_pages"",""policy"":""hills_site_pages_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.site_pages.hills_site_pages_public,"{""roles"":[""anon"",""authenticated""],""table"":""site_pages"",""policy"":""hills_site_pages_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""((status = 'PUBLISHED'::article_status) AND (published_at IS NOT NULL) AND (published_at <= now()) AND (is_active = true) AND (deleted_at IS NULL))"",""with_check_expression"":null}"
11_RLS_POLICY,public.site_settings.hills_site_settings_admin,"{""roles"":[""authenticated""],""table"":""site_settings"",""policy"":""hills_site_settings_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.site_settings.hills_site_settings_public,"{""roles"":[""anon"",""authenticated""],""table"":""site_settings"",""policy"":""hills_site_settings_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""true"",""with_check_expression"":null}"
11_RLS_POLICY,public.site_settings_translations.hills_site_settings_translations_admin,"{""roles"":[""authenticated""],""table"":""site_settings_translations"",""policy"":""hills_site_settings_translations_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.site_settings_translations.hills_site_settings_translations_public,"{""roles"":[""anon"",""authenticated""],""table"":""site_settings_translations"",""policy"":""hills_site_settings_translations_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""true"",""with_check_expression"":null}"
11_RLS_POLICY,public.tag_translations.hills_tag_translations_admin,"{""roles"":[""authenticated""],""table"":""tag_translations"",""policy"":""hills_tag_translations_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.tag_translations.hills_tag_translations_public,"{""roles"":[""anon"",""authenticated""],""table"":""tag_translations"",""policy"":""hills_tag_translations_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(EXISTS ( SELECT 1\n   FROM tags t\n  WHERE ((t.id = tag_translations.tag_id) AND (t.is_active = true))))"",""with_check_expression"":null}"
11_RLS_POLICY,public.tags.hills_tags_admin,"{""roles"":[""authenticated""],""table"":""tags"",""policy"":""hills_tags_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.tags.hills_tags_public,"{""roles"":[""anon"",""authenticated""],""table"":""tags"",""policy"":""hills_tags_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(is_active = true)"",""with_check_expression"":null}"
11_RLS_POLICY,public.varieties.hills_varieties_admin,"{""roles"":[""authenticated""],""table"":""varieties"",""policy"":""hills_varieties_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.varieties.hills_varieties_public,"{""roles"":[""anon"",""authenticated""],""table"":""varieties"",""policy"":""hills_varieties_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(is_active = true)"",""with_check_expression"":null}"
11_RLS_POLICY,public.warehouse_translations.hills_warehouse_translations_admin,"{""roles"":[""authenticated""],""table"":""warehouse_translations"",""policy"":""hills_warehouse_translations_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.warehouse_translations.hills_warehouse_translations_public,"{""roles"":[""anon"",""authenticated""],""table"":""warehouse_translations"",""policy"":""hills_warehouse_translations_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(EXISTS ( SELECT 1\n   FROM warehouses w\n  WHERE ((w.id = warehouse_translations.warehouse_id) AND (w.is_active = true))))"",""with_check_expression"":null}"
11_RLS_POLICY,public.warehouses.hills_warehouses_admin,"{""roles"":[""authenticated""],""table"":""warehouses"",""policy"":""hills_warehouses_admin"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""using_expression"":""is_admin()"",""with_check_expression"":""is_admin()""}"
11_RLS_POLICY,public.warehouses.hills_warehouses_public,"{""roles"":[""anon"",""authenticated""],""table"":""warehouses"",""policy"":""hills_warehouses_public"",""schema"":""public"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(is_active = true)"",""with_check_expression"":null}"
11_RLS_POLICY,storage.objects.hills_storage_admin_delete,"{""roles"":[""authenticated""],""table"":""objects"",""policy"":""hills_storage_admin_delete"",""schema"":""storage"",""command"":""DELETE"",""permissive"":""PERMISSIVE"",""using_expression"":""((bucket_id = 'hills-public'::text) AND is_admin())"",""with_check_expression"":null}"
11_RLS_POLICY,storage.objects.hills_storage_admin_insert,"{""roles"":[""authenticated""],""table"":""objects"",""policy"":""hills_storage_admin_insert"",""schema"":""storage"",""command"":""INSERT"",""permissive"":""PERMISSIVE"",""using_expression"":null,""with_check_expression"":""((bucket_id = 'hills-public'::text) AND is_admin())""}"
11_RLS_POLICY,storage.objects.hills_storage_admin_update,"{""roles"":[""authenticated""],""table"":""objects"",""policy"":""hills_storage_admin_update"",""schema"":""storage"",""command"":""UPDATE"",""permissive"":""PERMISSIVE"",""using_expression"":""((bucket_id = 'hills-public'::text) AND is_admin())"",""with_check_expression"":""((bucket_id = 'hills-public'::text) AND is_admin())""}"
11_RLS_POLICY,storage.objects.hills_storage_public_read,"{""roles"":[""public""],""table"":""objects"",""policy"":""hills_storage_public_read"",""schema"":""storage"",""command"":""SELECT"",""permissive"":""PERMISSIVE"",""using_expression"":""(bucket_id = 'hills-public'::text)"",""with_check_expression"":null}"
12_TRIGGER,auth.users.hills_on_auth_user_created,"{""table"":""users"",""schema"":""auth"",""enabled"":""O"",""trigger"":""hills_on_auth_user_created"",""definition"":""CREATE TRIGGER hills_on_auth_user_created AFTER INSERT ON auth.users FOR EACH ROW EXECUTE FUNCTION handle_hills_new_user()""}"
12_TRIGGER,public.article_categories.hills_updated_at,"{""table"":""article_categories"",""schema"":""public"",""enabled"":""O"",""trigger"":""hills_updated_at"",""definition"":""CREATE TRIGGER hills_updated_at BEFORE UPDATE ON article_categories FOR EACH ROW EXECUTE FUNCTION set_updated_at()""}"
12_TRIGGER,public.article_category_translations.hills_updated_at,"{""table"":""article_category_translations"",""schema"":""public"",""enabled"":""O"",""trigger"":""hills_updated_at"",""definition"":""CREATE TRIGGER hills_updated_at BEFORE UPDATE ON article_category_translations FOR EACH ROW EXECUTE FUNCTION set_updated_at()""}"
12_TRIGGER,public.article_translations.hills_updated_at,"{""table"":""article_translations"",""schema"":""public"",""enabled"":""O"",""trigger"":""hills_updated_at"",""definition"":""CREATE TRIGGER hills_updated_at BEFORE UPDATE ON article_translations FOR EACH ROW EXECUTE FUNCTION set_updated_at()""}"
12_TRIGGER,public.articles.hills_audit_articles,"{""table"":""articles"",""schema"":""public"",""enabled"":""O"",""trigger"":""hills_audit_articles"",""definition"":""CREATE TRIGGER hills_audit_articles AFTER INSERT OR DELETE OR UPDATE ON articles FOR EACH ROW EXECUTE FUNCTION audit_hills_changes()""}"
12_TRIGGER,public.articles.hills_updated_at_user,"{""table"":""articles"",""schema"":""public"",""enabled"":""O"",""trigger"":""hills_updated_at_user"",""definition"":""CREATE TRIGGER hills_updated_at_user BEFORE UPDATE ON articles FOR EACH ROW EXECUTE FUNCTION set_updated_at_and_user()""}"
12_TRIGGER,public.certification_translations.hills_updated_at,"{""table"":""certification_translations"",""schema"":""public"",""enabled"":""O"",""trigger"":""hills_updated_at"",""definition"":""CREATE TRIGGER hills_updated_at BEFORE UPDATE ON certification_translations FOR EACH ROW EXECUTE FUNCTION set_updated_at()""}"
12_TRIGGER,public.certifications.hills_updated_at,"{""table"":""certifications"",""schema"":""public"",""enabled"":""O"",""trigger"":""hills_updated_at"",""definition"":""CREATE TRIGGER hills_updated_at BEFORE UPDATE ON certifications FOR EACH ROW EXECUTE FUNCTION set_updated_at()""}"
12_TRIGGER,public.coffee_offers.hills_audit_coffee_offers,"{""table"":""coffee_offers"",""schema"":""public"",""enabled"":""O"",""trigger"":""hills_audit_coffee_offers"",""definition"":""CREATE TRIGGER hills_audit_coffee_offers AFTER INSERT OR DELETE OR UPDATE ON coffee_offers FOR EACH ROW EXECUTE FUNCTION audit_hills_changes()""}"
12_TRIGGER,public.coffee_offers.hills_updated_at_user,"{""table"":""coffee_offers"",""schema"":""public"",""enabled"":""O"",""trigger"":""hills_updated_at_user"",""definition"":""CREATE TRIGGER hills_updated_at_user BEFORE UPDATE ON coffee_offers FOR EACH ROW EXECUTE FUNCTION set_updated_at_and_user()""}"
12_TRIGGER,public.coffee_translations.hills_updated_at,"{""table"":""coffee_translations"",""schema"":""public"",""enabled"":""O"",""trigger"":""hills_updated_at"",""definition"":""CREATE TRIGGER hills_updated_at BEFORE UPDATE ON coffee_translations FOR EACH ROW EXECUTE FUNCTION set_updated_at()""}"
12_TRIGGER,public.coffee_type_translations.hills_updated_at,"{""table"":""coffee_type_translations"",""schema"":""public"",""enabled"":""O"",""trigger"":""hills_updated_at"",""definition"":""CREATE TRIGGER hills_updated_at BEFORE UPDATE ON coffee_type_translations FOR EACH ROW EXECUTE FUNCTION set_updated_at()""}"
12_TRIGGER,public.coffee_types.hills_updated_at,"{""table"":""coffee_types"",""schema"":""public"",""enabled"":""O"",""trigger"":""hills_updated_at"",""definition"":""CREATE TRIGGER hills_updated_at BEFORE UPDATE ON coffee_types FOR EACH ROW EXECUTE FUNCTION set_updated_at()""}"
12_TRIGGER,public.coffees.hills_audit_coffees,"{""table"":""coffees"",""schema"":""public"",""enabled"":""O"",""trigger"":""hills_audit_coffees"",""definition"":""CREATE TRIGGER hills_audit_coffees AFTER INSERT OR DELETE OR UPDATE ON coffees FOR EACH ROW EXECUTE FUNCTION audit_hills_changes()""}"
